NE PAS TOUCHER — cette page est lue automatiquement par le CRM,,,,,,Élèves,,,,,,,,,,,,,,,,,,,,,,,
BARÈME DE CORRECTION — MATHÉMATIQUES — MDB-MATH-2027-01,,,,,,Élève 1,,Élève 2,,Élève 3,,Élève 4,,Élève 5,,Élève 6,,Élève 7,,Élève 8,,Élève 9,,Élève 10,,Élève 11,,Élève 12,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25","Valeur approchée 1,16 au centième, unité d'aire précisée",,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PARTIE III — EX3 · Suites, récurrence, algorithmique",,,,6 points,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Question 1 — Calculer u1 et u2.,,,,"— /0,5",,,,,,,,,,,,,,,,,,,,,,,,,
"1. u1 = 4,4.",,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25","u1 = 4,4.",,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2. u2 = 4,64.",,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25","u2 = 4,64.",,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Question 2 — Démontrer par récurrence que u_n < 5.,,,,— /1,,,,,,,,,,,,,,,,,,,,,,,,,
1. Initialisation,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Initialisation,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Hérédité correctement démontrée,,,,"— /0,5",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,5",Hérédité correctement démontrée,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Conclusion du raisonnement par récurrence,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Conclusion du raisonnement par récurrence,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Question 3 — Démontrer que la suite est croissante,,,,"— /0,75",,,,,,,,,,,,,,,,,,,,,,,,,
1. Différence calculée,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Différence calculée,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2. 0,4(5 − u_n)",,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25","0,4(5 − u_n)",,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Signe conclu à l'aide de la question 2.,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Signe conclu à l'aide de la question 2.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Question 4 — En déduire la convergence,,,,"— /0,5",,,,,,,,,,,,,,,,,,,,,,,,,
1. Croissante et majorée par 5.,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Croissante et majorée par 5.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Théorème nommé et conclusion,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Théorème nommé et conclusion,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Question 5.a — Démontrer que (v_n) est géométrique,,,,— /1,,,,,,,,,,,,,,,,,,,,,,,,,
1. Substitution de u_(n+1),,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Substitution de u_(n+1),,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2. v_(n+1) = 0,6 v_n",,,,"— /0,5",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,5","v_(n+1) = 0,6 v_n",,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Raison et premier terme,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Raison et premier terme,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Question 5.b — Exprimer u_n en fonction de n,,,,"— /0,5",,,,,,,,,,,,,,,,,,,,,,,,,
"1. v_n = 0,6^n",,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25","v_n = 0,6^n",,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2. u_n = 5 − 0,6^n",,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25","u_n = 5 − 0,6^n",,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Question 5.c — Limite de la suite et interprétation,,,,"— /0,75",,,,,,,,,,,,,,,,,,,,,,,,,
1. Limite 5 justifiée par la raison,,,,"— /0,5",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,5",Limite 5 justifiée par la raison,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Interprétation contextualisée (environ 5 000 adhérents),,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Interprétation contextualisée (environ 5 000 adhérents),,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Question 6 — Compléter le script Python et donner la valeur renvoyée,,,,— /1,,,,,,,,,,,,,,,,,,,,,,,,,
1. Initialisation du compteur,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Initialisation du compteur,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Relation de récurrence en Python,,,,"— /0,5",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,5",Relation de récurrence en Python,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Valeur renvoyée 14.,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Valeur renvoyée 14.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARTIE IV — EX4 · Géométrie dans l'espace,,,,4 points,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Question 1 — Démontrer que n(2 ; 1 ; −1) est normal au plan (ABC),,,,"— /0,75",,,,,,,,,,,,,,,,,,,,,,,,,
1. AB(2 ; −2 ; 2) et AC(1 ; 1 ; 3),,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",AB(2 ; −2 ; 2) et AC(1 ; 1 ; 3),,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Les deux produits scalaires n.AB et n.AC sont nuls,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Les deux produits scalaires n.AB et n.AC sont nuls,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Conclusion avec la non-colinéarité de AB et AC,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Conclusion avec la non-colinéarité de AB et AC,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Question 2 — Équation cartésienne du plan (ABC),,,,"— /0,5",,,,,,,,,,,,,,,,,,,,,,,,,
1. Coefficients issus du vecteur normal,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Coefficients issus du vecteur normal,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. 2x + y − z − 4 = 0.,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",2x + y − z − 4 = 0.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Question 3 — Le point D appartient-il au plan (ABC) ?,,,,"— /0,5",,,,,,,,,,,,,,,,,,,,,,,,,
1. Coordonnées de D substituées,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Coordonnées de D substituées,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Conclusion rédigée,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Conclusion rédigée,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Question 4 — Représentation paramétrique de la droite passant par D et orthogonale au plan,,,,"— /0,5",,,,,,,,,,,,,,,,,,,,,,,,,
1. n devient vecteur directeur,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",n devient vecteur directeur,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Système complet avec « t réel »,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Système complet avec « t réel »,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Question 5 — Coordonnées du projeté orthogonal H,,,,— /1,,,,,,,,,,,,,,,,,,,,,,,,,
1. H = intersection droite / plan,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",H = intersection droite / plan,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Paramétrage reporté dans l'équation,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Paramétrage reporté dans l'équation,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. t = −2/3.,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",t = −2/3.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. H(8/3 ; 1/3 ; 5/3),,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",H(8/3 ; 1/3 ; 5/3),,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Question 6 — Distance du point D au plan (ABC),,,,"— /0,75",,,,,,,,,,,,,,,,,,,,,,,,,
1. Distance = DH,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Distance = DH,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Norme correctement calculée,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",Norme correctement calculée,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. 2 racine(6) / 3.,,,,"— /0,25",,,,,,,,,,,,,,,,,,,,,,,,,
Niveau,Attendu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Absent ou faux.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"0,25",2 racine(6) / 3.,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL DU SUJET,,,,20 / 20,,,,,,,,,,,,,,,,,,,,,,,,,
